C_Class_Name,C_Model_Number,C_SKU_Name,C_SKU_Nbr,C_Sub_Class_2,C_Sub_Class_Nbr,C_dept_2,C_Sales_Units,C_Str_OH_units_wkly
PRESSURE TREATED/DECKING,UNKNOWN,1X2-8FT #1 PT CEDAR-TONE WEATHRSHLD,1000004821,021-020-006-PT BOARDS,021-020-006,21-LUMBER,537783.0,30941.0
FENCING,153622,PRO SERIES 8-1/2 FT. X 5 IN. X 5 IN.,1000345137,021-008-014-VINYL PANELS,021-008-014,21-LUMBER,222.0,0.0
FENCING,UNKNOWN,"5""X5""X7' WHITE VINYL LINE POST",667099,021-008-015-VINYL ACCESSORIES,021-008-015,21-LUMBER,34011.0,3665.0
PRESSURE TREATED/DECKING,UNKNOWN,"1/2"" 4X8 PT BCX SANDED PLY",273275,021-020-007-PT PLYWOOD,021-020-007,21-LUMBER,31117.0,355.0
BOARDS,UNKNOWN,1X12-10FT COMMON BOARD,458546,021-005-002-WHITEWOOD,021-005-002,21-LUMBER,15250.0,727.0
PLYWOOD,420517,"1/4 BIRCH CIRCLE 12""",1005583839,021-001-006-PROJECT PANELS,021-001-006,21-LUMBER,899.0,1623.0
FENCING,UNKNOWN,DISP 4'X8' TRTD DE PRIVACY PNL 1X4,1001088150,021-008-018-EVENTS,021-008-018,21-LUMBER,170.0,1.0
PRESSURE TREATED/DECKING,UNKNOWN,2X3-8FT PT WEATHERSHIELD GC,1001790410,021-020-002-PT DIMENSIONAL LUMBER,021-020-002,21-LUMBER,301850.08999999997,0.0
PLYWOOD,420522,3/8 X 1-1/2 X 18 WHITE WOOD 10-PK,1005583943,021-001-006-PROJECT PANELS,021-001-006,21-LUMBER,704.0,470.0
FENCING,188177,PRESSURE-TREATED 6 FT. CEDAR-TONE ST,1000343697,021-008-012-POST/RAIL,021-008-012,21-LUMBER,4135.0,0.0
FENCING,UNKNOWN,4X4-6' MOULDED PT CEDAR TONE POST,1000007017,021-008-012-POST/RAIL,021-008-012,21-LUMBER,123.0,0.0
LANDSCAPE,UNKNOWN,6' REDWOOD RAIL INSERT,211295,021-007-006-SPECIALTY,021-007-006,21-LUMBER,2024.0,0.0
PRESSURE TREATED/DECKING,UNKNOWN,2X4-8FT PT FIRE RETARDANT,850670,021-020-008-FIRE RETARDANT TREATED,021-020-008,21-LUMBER,5127.0,379.0
BOARDS,UNKNOWN,1X6-R/L OAK BOARD,617334,021-005-010-HARDWOOD,021-005-010,21-LUMBER,16335.82,
LANDSCAPE,236609,SECONDARY HANDRAIL WHITE EXT SWIVEL,1001687559,021-007-007-HANDRAIL PROGRAMS,021-007-007,21-LUMBER,4370.0,3500.0
FENCING,UNKNOWN,4'X8' CEDAR DOWELED SPACED PKT PNL,1001684263,021-008-009-WRC PANELS,021-008-009,21-LUMBER,2811.0,2.0
FENCING,181996,PRO SERIES 5 IN. X 5 IN. X 74 IN. VI,1000345315,021-008-014-VINYL PANELS,021-008-014,21-LUMBER,57.0,0.0
FENCING,UNKNOWN,THD VINYL FENCE DISPLAY UFP - H,406590,021-008-018-EVENTS,021-008-018,21-LUMBER,,0.0
BOARDS,375789,1 IN. X 4 IN. X 2 FT. BARN WOOD PINE,1004528710,021-005-010-HARDWOOD,021-005-010,21-LUMBER,99.0,435.0
LANDSCAPE,UNKNOWN,2X3-6FT PT MOLDED RAIL INSERT,778107,021-007-006-SPECIALTY,021-007-006,21-LUMBER,13379.0,
PRESSURE TREATED/DECKING,UNKNOWN,2X2-8FT PT #2 ACQ,405484,021-020-006-PT BOARDS,021-020-006,21-LUMBER,1409.0,95.0
PRESSURE TREATED/DECKING,112588,"16""X16""X16"" PLASTIC CRATE CRAB TRAP",555048,021-020-004-COMPOSITE DECK/RAIL,021-020-004,21-LUMBER,326.0,50.0
FENCING,UNKNOWN,DIS 6'X8' PT BASKET WEAVE TRTD PNL,1001194144,021-008-018-EVENTS,021-008-018,21-LUMBER,0.0,4.0
FENCING,118675,"4""X4""-74"" LAFAYETTE ROUTED LINE POST",1000342413,021-008-014-VINYL PANELS,021-008-014,21-LUMBER,1508.0,0.0
LANDSCAPE,186858,6' PT SOLID LIGHTNING RAIL,1000043002,021-007-006-SPECIALTY,021-007-006,21-LUMBER,13464.0,0.0
BOARDS,377521,"3/4"" 4'X8' 6""OC SLATWALL PANEL",377521,021-005-019-MELAMINE,021-005-019,21-LUMBER,269.0,
FENCING,UNKNOWN,DIS 6'X6' SQR LATTICE TOP PNL KIT,1001664776,021-008-018-EVENTS,021-008-018,21-LUMBER,1.0,
LANDSCAPE,235964,WHITE ADA 6 IN. INSIDE CORNER HAND R,1002802406,021-007-007-HANDRAIL PROGRAMS,021-007-007,21-LUMBER,156.0,
DIMENSIONAL LUMBER,UNKNOWN,3 FT. X 6 FT. WESTERN RED CEDAR RAIS,1001712474,021-003-006-KITS & HARDWARE,021-003-006,21-LUMBER,1130.0,
BOARDS,311342,1 IN. X 6 IN. X 8 FT. ASH GRAY CHARR,1003009781,021-005-010-HARDWOOD,021-005-010,21-LUMBER,334.0,
BOARDS,345586,TIMELESS NICKEL  1 IN. X 6 IN. X 6 F,1004712916,021-005-009-TRIM BOARDS,021-005-009,21-LUMBER,230.0,
LANDSCAPE,144228,4 IN. X 4 IN. VINYL HARVEST STYLEPOI,1000244227,021-007-007-HANDRAIL PROGRAMS,021-007-007,21-LUMBER,68.0,
FENCING,153590,PRO SERIES 8-1/2 FT. X 5 IN. X 5 IN.,1000345347,021-008-014-VINYL PANELS,021-008-014,21-LUMBER,6.0,
HOME & MOBILE ELECTRONIC,216589,"WIRED DOOR BELL BUZZER, METAL",1001369773,027-031-004-DOORBELLS,027-031-004,27-ELECTRICAL AND LIGHTING,-1.0,
LANDSCAPE,144227,4 IN. X 4 IN. VINYL FOREST STYLEPOIN,1000244215,021-007-007-HANDRAIL PROGRAMS,021-007-007,21-LUMBER,50.0,
FENCING,UNKNOWN,"DIS 6'X8' WW 6"" DE STAINED FENCE PNL",1002861254,021-008-018-EVENTS,021-008-018,21-LUMBER,4.0,
PRESSURE TREATED/DECKING,UNKNOWN,SO DLVD 2X8-16FT #1 PT RWD-TN WS,1000021394,021-020-060-S/O PRSSR TRTD WOOD PROD,021-020-060,21-LUMBER,,
LANDSCAPE,137998,0.2 IN. X 4 FT. X 8 FT. BRAZILIAN WA,1000339871,021-007-002-LATTICE,021-007-002,21-LUMBER,1898.0,
DIMENSIONAL LUMBER,151684,OFFICIAL ACA SIZED ORANGE CORN-FILLE,1000337493,021-003-063-S/O KITS & HARDWARE,021-003-063,21-LUMBER,116.0,0.0
PRESSURE TREATED/DECKING,UNKNOWN,2X4-20FT #2 PRIME PT WEATHERSHIELD,302658,021-020-002-PT DIMENSIONAL LUMBER,021-020-002,21-LUMBER,30532.0,1615.0
FENCING,153629,PRO SERIES 6 FT. X 4 FT. ANAHEIM PAT,1000345056,021-008-014-VINYL PANELS,021-008-014,21-LUMBER,9.0,0.0
PRESSURE TREATED/DECKING,UNKNOWN,"3/4"" 4X8 PT BCX SANDED PLY",273208,021-020-007-PT PLYWOOD,021-020-007,21-LUMBER,39117.0,1061.0
BOARDS,UNKNOWN,7/8X4-12FT KD CEDAR BOARD,500586,021-005-005-CEDAR,021-005-005,21-LUMBER,5112.0,64.0
BOARDS,UNKNOWN,2X4-16FT PRMD FASCIA BOARD,108130,021-005-009-TRIM BOARDS,021-005-009,21-LUMBER,1141.0,314.0
PRESSURE TREATED/DECKING,UNKNOWN,1X6-6FT PT GC WEATHERSHIELD,1001795883,021-020-006-PT BOARDS,021-020-006,21-LUMBER,585888.0,6693.0
GYPSUM,UNKNOWN,"1/2""X4'X8' USG ULTRALIGHT DRYWALL",893749,022-012-002-BOARD,022-012-002,22-BUILDING MATERIALS,105419.0,4858.0
PRESSURE TREATED/DECKING,107362,5/4X6-6FT PREM RED PT WEATHERSHLD,1001387068,021-020-002-PT DIMENSIONAL LUMBER,021-020-002,21-LUMBER,122093.0,5078.0
OUTDOOR RECREATION,UNKNOWN,HD.COM OUTDOOR RECREATION,353442,021-018-060-S/O PLAYSETS,021-018-060,21-LUMBER,,
FENCING,UNKNOWN,4'X8' PT PINE FRENCH GOTHIC PANEL,1002927660,021-008-005-PRESSURE TREATED PANELS,021-008-005,21-LUMBER,5949.0,199.0
PLYWOOD,209759,1/2 2X4 OKOUME VIROLA PLYWOOD,209759,021-001-006-PROJECT PANELS,021-001-006,21-LUMBER,61801.0,999.0
PRESSURE TREATED/DECKING,UNKNOWN,2X12-12FT #1 PT,224841,021-020-002-PT DIMENSIONAL LUMBER,021-020-002,21-LUMBER,21591.0,
LANDSCAPE,UNKNOWN,4X4-54IN PT FIR CDR-TNE TN-FIN POST,1000004884,021-007-006-SPECIALTY,021-007-006,21-LUMBER,1458.0,64.0
LANDSCAPE,71992,3/4 IN. X 26 IN. WHITE ALUMINUM ROUN,1000339870,021-007-006-SPECIALTY,021-007-006,21-LUMBER,1466.0,0.0
BOARDS,UNKNOWN,1X6-12 BARNWOOD WHITE SHIPLAP,1002302295,021-005-008-PATTERN STOCK,021-005-008,21-LUMBER,51826.0,32480.0
DIMENSIONAL LUMBER,51071,8X8-14FT ROUGH PATIO DOUG FIR,1002357422,021-003-004-TIMBERS,021-003-004,21-LUMBER,3.0,8.0
PRESSURE TREATED/DECKING,239773,2X6-8FT #1 PRIME PT GC,1002363889,021-020-002-PT DIMENSIONAL LUMBER,021-020-002,21-LUMBER,6019.0,50.0
FENCING,UNKNOWN,"5""X5""X108"" VNYL WHT ROUTED CRN POST",1000001151,021-008-015-VINYL ACCESSORIES,021-008-015,21-LUMBER,5404.0,3649.0
STUDS,UNKNOWN,2X3-8FT SELECT,845000,021-006-005-2X3 STUDS,021-006-005,21-LUMBER,585838.0,8198.0
PRESSURE TREATED/DECKING,UNKNOWN,2X6-12FT #2 PRIME PT CDR-TNE WHRSHLD,1000004755,021-020-002-PT DIMENSIONAL LUMBER,021-020-002,21-LUMBER,142087.0,0.0
LANDSCAPE,UNKNOWN,"4X4-48"" PT DBL V-GROOVE DECK POST",306640,021-007-006-SPECIALTY,021-007-006,21-LUMBER,820.0,0.0
BOARDS,438051,1/4 IN. X 1 FT. X 1 FT. WHITE MEDIUM,1005911650,021-005-014-COMPOSITION,021-005-014,21-LUMBER,29.0,
PRESSURE TREATED/DECKING,419236,8 FT. ALUMINUM CEDAR-TONE SOUTHERN Y,1005771819,021-020-004-COMPOSITE DECK/RAIL,021-020-004,21-LUMBER,156.0,
DIMENSIONAL LUMBER,398475,PALLET BOARD HOLIDAY TREE KIT,1004946880,021-003-006-KITS & HARDWARE,021-003-006,21-LUMBER,7.0,
HARDSCAPES,204931,32 IN. X 27 IN. X 16.5 IN. FIBERLITE,1001687420,028-028-005-LANDSCAPE ROCK,028-028-005,28-SEASONAL/GARDEN,419.0,
LANDSCAPE,125940,13-1/2 IN. WHITE HANDRAIL WALL RETUR,1000340333,021-007-006-SPECIALTY,021-007-006,21-LUMBER,11.0,
LANDSCAPE,368911,4-STEP GROUND CONTACT PRESSURE TREAT,1004162194,021-007-006-SPECIALTY,021-007-006,21-LUMBER,2362.0,
FENCING,425470,7/16 IN. X 5.3 IN. X 6 FT. PORTLAND,1005621909,021-008-016-OTHER FENCE,021-008-016,21-LUMBER,97.0,
FENCING,144742,PRO SERIES 8-1/2 FT. X 5 IN. X 5 IN.,1000342301,021-008-014-VINYL PANELS,021-008-014,21-LUMBER,1.0,
DIMENSIONAL LUMBER,284530,TAKE-AND-PLAY CORNHOLE TOSS GAME SET,1002549213,021-003-063-S/O KITS & HARDWARE,021-003-063,21-LUMBER,2.0,
FENCING,188511,4.5 FT. X 6 FT. CEDAR-TONE PRESSURE-,1000345260,021-008-005-PRESSURE TREATED PANELS,021-008-005,21-LUMBER,71.0,
FENCING,154037,PRO SERIES 6 FT. X 5 FT. ANAHEIM TAN,1000345298,021-008-014-VINYL PANELS,021-008-014,21-LUMBER,2.0,
FENCING,245314,"5""X5""X9' ROUTED PRO LINE POST",1001668627,021-008-015-VINYL ACCESSORIES,021-008-015,21-LUMBER,3.0,
LANDSCAPE,132450,4 IN. X 4 IN. VINYL SOLAR LIGHT FORE,1000244280,021-007-007-HANDRAIL PROGRAMS,021-007-007,21-LUMBER,53.0,
HOME & MOBILE ELECTRONIC,UNKNOWN,WIRELESS PLUG-IN DOOR CHIME RECEIVER,830909,027-031-004-DOORBELLS,027-031-004,27-ELECTRICAL AND LIGHTING,,
FENCING,371881,5/8 IN. X 6 IN. X 6 FT. PRESSURE TRE,1004405260,021-008-004-PRESSURE TREATED PICKETS,021-008-004,21-LUMBER,20.0,
FENCING,107084,"5""X6-1/2' RED PT 3-HOLE END POST",1000023868,021-008-012-POST/RAIL,021-008-012,21-LUMBER,479.0,19.0
CONCRETE,UNKNOWN,6INX100FT GROUT WEB FOR 8IN BLOCK,697380,022-009-009-CONCRETE FORMING PRODUCT,022-009-009,22-BUILDING MATERIALS,1404.0,448.0
PRESSURE TREATED/DECKING,UNKNOWN,2X4-16FT #1 PT WEATHERSHIELD GC,1001787125,021-020-002-PT DIMENSIONAL LUMBER,021-020-002,21-LUMBER,288317.0,8316.0
BOARDS,UNKNOWN,1X12-R/L POPLAR BOARD,467646,021-005-010-HARDWOOD,021-005-010,21-LUMBER,34039.37,1264.63
FENCING,144748,PRO SERIES 5 IN. X 5 IN. X 84 IN. VI,1000342016,021-008-014-VINYL PANELS,021-008-014,21-LUMBER,163.0,0.0
BOARDS,UNKNOWN,1X4-12FT T&G APP WHTWD CEILING BOARD,505146,021-005-008-PATTERN STOCK,021-005-008,21-LUMBER,,
PRESSURE TREATED/DECKING,274326,2X6-4FT PREM SYP GC PT WSHLD,1002275152,021-020-002-PT DIMENSIONAL LUMBER,021-020-002,21-LUMBER,518300.0,60729.0
FENCING,UNKNOWN,"5""X5""X7' WHITE VINYL END POST",666957,021-008-015-VINYL ACCESSORIES,021-008-015,21-LUMBER,8678.0,1863.0
FENCING,UNKNOWN,"5""X5"" VERANDA WHT VNL PYRMD POST TOP",298741,021-008-015-VINYL ACCESSORIES,021-008-015,21-LUMBER,422624.0,27232.0
PRESSURE TREATED/DECKING,UNKNOWN,2X4-6' #2 PRIME PT WEATHERSHIELD,1000050538,021-020-002-PT DIMENSIONAL LUMBER,021-020-002,21-LUMBER,202322.0,0.0
PRESSURE TREATED/DECKING,186741,VERONA 6 IN. X 6 IN. POLISHED STAINL,1000347648,021-020-004-COMPOSITE DECK/RAIL,021-020-004,21-LUMBER,1091.0,0.0
LANDSCAPE,95863,"4""X4"" ANTQ BLK SOLAR POST CAP",1000099525,021-007-006-SPECIALTY,021-007-006,21-LUMBER,1135.0,0.0
LANDSCAPE,UNKNOWN,"4""X4"" PT HAMPTON FLAT POST CAP",215881,021-007-006-SPECIALTY,021-007-006,21-LUMBER,11755.0,
FENCING,UNKNOWN,DIS 4'X6' CEDAR LATTICE FENCE PNL,1001673691,021-008-018-EVENTS,021-008-018,21-LUMBER,-1.0,0.0
PRESSURE TREATED/DECKING,UNKNOWN,5/4X6-10FT PREM PT WEATHERSHIELD,167894,021-020-003-PT WATER REPELLANTLUMBER,021-020-003,21-LUMBER,1871494.0,15608.0
FENCING,UNKNOWN,DIS 6' X 8'TREATED PINE LATTICE TOP,1001240554,021-008-018-EVENTS,021-008-018,21-LUMBER,2.0,0.0
FENCING,144756,PRO SERIES 8-1/6 FT. X 5 IN. X 5 IN.,1000341965,021-008-014-VINYL PANELS,021-008-014,21-LUMBER,1365.0,0.0
DIMENSIONAL LUMBER,UNKNOWN,2X10-16FT #2/BTR PRIME DOUG FIR,603724,021-003-003-WIDE,021-003-003,21-LUMBER,3690.0,810.0
HOME & MOBILE ELECTRONIC,216600,WRLS RECT BATTERY DRBLL KT1PB 75DB,1001406908,027-031-004-DOORBELLS,027-031-004,27-ELECTRICAL AND LIGHTING,361973.0,0.0
BOARDS,UNKNOWN,1X2-10FT RESAWN TRIM BOARDS,451576,021-005-009-TRIM BOARDS,021-005-009,21-LUMBER,406051.0,12359.0
PRESSURE TREATED/DECKING,UNKNOWN,2X3-8FT #2 PT PRIME WEATHERSHIELD,470012,021-020-002-PT DIMENSIONAL LUMBER,021-020-002,21-LUMBER,14024.0,0.0
LANDSCAPE,236605,"104"" BLACK SECONDARY HANDRAIL",1001687551,021-007-007-HANDRAIL PROGRAMS,021-007-007,21-LUMBER,8472.0,0.0
FENCING,144426,"4""X4""WHT VNL SOLARBAND PRYMD POSTTOP",1000342264,021-008-015-VINYL ACCESSORIES,021-008-015,21-LUMBER,4150.0,0.0
COMPOSITION,210552,"1/4"" 4'X8' UNFINISHED PEGBOARD/PERF",210552,021-004-003-HARDBOARD,021-004-003,21-LUMBER,5136.0,21.0
DIMENSIONAL LUMBER,UNKNOWN,2X6-12FT #2 KD SYP,689211,021-003-002-NARROW,021-003-002,21-LUMBER,51582.0,2378.0
FENCING,181992,PRO SERIES 4 FT. X 8 FT. VINYL TAN W,1000344598,021-008-014-VINYL PANELS,021-008-014,21-LUMBER,166.0,0.0
PRESSURE TREATED/DECKING,UNKNOWN,5/4X6-8' KDAT REDWOOD-TONE PT DECKG,1000044966,021-020-003-PT WATER REPELLANTLUMBER,021-020-003,21-LUMBER,141.0,0.0
FENCING,107079,6'X8' PT SUNBURST PRIVACY PANEL,1000015021,021-008-005-PRESSURE TREATED PANELS,021-008-005,21-LUMBER,14.0,0.0
FENCING,144760,PRO SERIES 8-1/2 FT. X 5 IN. X 5 IN.,1000342076,021-008-014-VINYL PANELS,021-008-014,21-LUMBER,1.0,
LANDSCAPE,103647,0.2 IN. X 48 IN. X 8 FT. BROWNSTONE,1000339957,021-007-002-LATTICE,021-007-002,21-LUMBER,895.0,
PRESSURE TREATED/DECKING,UNKNOWN,DLVRD 2X6-10FT #1 PT RWD-TN WTHRSHLD,1000019443,021-020-002-PT DIMENSIONAL LUMBER,021-020-002,21-LUMBER,16.0,
FENCING,153808,PRO SERIES 8-1/2 FT. X 5 IN. X 5 IN.,1000344816,021-008-014-VINYL PANELS,021-008-014,21-LUMBER,1.0,
PRESSURE TREATED/DECKING,126922,12 IN. SQUARE TIFFANY JADE TILESTONE,1000348103,021-020-060-S/O PRSSR TRTD WOOD PROD,021-020-060,21-LUMBER,13.0,
LANDSCAPE,166229,24 IN. CORNER ELEVATED GARDEN BED,1000098296,021-007-060-S/O LANDSCAPE,021-007-060,21-LUMBER,11.0,
FENCING,UNKNOWN,"DIS 5""X5"" TAN VNL PYRAMID POST CAP",1001403260,021-008-018-EVENTS,021-008-018,21-LUMBER,6.0,
BOARDS,141709,26 IN. X 3/4 IN. ALUMINUM COPPER ROU,1001815990,021-005-014-COMPOSITION,021-005-014,21-LUMBER,1621.0,
PRESSURE TREATED/DECKING,147857,4 IN. X 4 IN. VINYL TIFFANY-STYLE SO,1001862132,021-020-004-COMPOSITE DECK/RAIL,021-020-004,21-LUMBER,44.0,
LANDSCAPE,125930,5-3/4 IN. HANDRAIL ADJUSTABLE JOINER,1000340521,021-007-006-SPECIALTY,021-007-006,21-LUMBER,87.0,0.0
BOARDS,418928,".75"" X 7.25"" X 144"" PFJ EG CEDAR TRI",1005490442,021-005-009-TRIM BOARDS,021-005-009,21-LUMBER,428.0,135.0
STUDS,UNKNOWN,"2X4-92 5/8""  PRIME WHITEWOOD STUD",569062,021-006-002-8FT STUDS,021-006-002,21-LUMBER,725.0,
FENCING,UNKNOWN,"5/8""X5-1/2""X6' PT PINE DOG EAR PCKT",169757,021-008-004-PRESSURE TREATED PICKETS,021-008-004,21-LUMBER,172114818.44000003,3082394.0
PRESSURE TREATED/DECKING,246024,"5/4""X6""X12' TROPICAL HRDWOOD DECK BD",1001730803,021-020-003-PT WATER REPELLANTLUMBER,021-020-003,21-LUMBER,5387.0,747.0
PRESSURE TREATED/DECKING,UNKNOWN,5/4X6-6' PREM PT CEDAR-TN WHRSHLD,1001360398,021-020-003-PT WATER REPELLANTLUMBER,021-020-003,21-LUMBER,132667.5,5667.0
CONCRETE,UNKNOWN,24IN FLAT STEEL STAKE,545200,022-009-009-CONCRETE FORMING PRODUCT,022-009-009,22-BUILDING MATERIALS,125167.0,6961.0
PRESSURE TREATED/DECKING,163172,6X6-8FT #2 PT CEDAR-TONE GC_CS,1000006313,021-020-005-PT TIMBERS,021-020-005,21-LUMBER,65234.0,1437.0
BOARDS,698212,2X8-16FT COMBED BRIGHT FASCIA,698212,021-005-009-TRIM BOARDS,021-005-009,21-LUMBER,10256.0,241.0
PRESSURE TREATED/DECKING,UNKNOWN,2X12-12FT #2 PT,155959,021-020-002-PT DIMENSIONAL LUMBER,021-020-002,21-LUMBER,149421.0,
BOARDS,7159,1X2-12FT STRIP,1000007421,021-005-011-FURRING,021-005-011,21-LUMBER,11130.0,344.0
PLYWOOD,420523,1X2X2 SPF PREMIUM SANDED BOARD 4-PK,1005583844,021-001-006-PROJECT PANELS,021-001-006,21-LUMBER,768.0,731.0
PRESSURE TREATED/DECKING,199005,PRESSURE-TREATED 6 FT. REDWOOD-TONE,1001100525,021-020-060-S/O PRSSR TRTD WOOD PROD,021-020-060,21-LUMBER,2748.0,0.0
LANDSCAPE,117659,RECESSED LIGHTING KIT (8-LIGHTS PER,1000340132,021-007-006-SPECIALTY,021-007-006,21-LUMBER,1864.0,0.0
PLYWOOD,420514,"1/4""X2 X4 REGIONAL HARDWOOD",1005584813,021-001-006-PROJECT PANELS,021-001-006,21-LUMBER,208.0,382.0
PRESSURE TREATED/DECKING,UNKNOWN,"5/8"" 4X8 PT GC T1-11 8""OC",1001787636,021-020-007-PT PLYWOOD,021-020-007,21-LUMBER,3260.0,204.0
PRESSURE TREATED/DECKING,UNKNOWN,4 IN. X 4 IN. CEDAR TIFFANY SUNFLOWE,1000347375,021-020-060-S/O PRSSR TRTD WOOD PROD,021-020-060,21-LUMBER,-1.0,0.0
LANDSCAPE,UNKNOWN,"2X2-36"" REDWOOD DBL BEVEL BALUSTER",189802,021-007-006-SPECIALTY,021-007-006,21-LUMBER,112481.0,
LANDSCAPE,UNKNOWN,DLVRD 4 STP PT R-TN SYP STAIR STRNGR,1000019491,021-007-006-SPECIALTY,021-007-006,21-LUMBER,,0.0
PRESSURE TREATED/DECKING,UNKNOWN,2X12-16FT #1 PT REDWOOD-TONE,378606,021-020-002-PT DIMENSIONAL LUMBER,021-020-002,21-LUMBER,21624.0,0.0
PRESSURE TREATED/DECKING,UNKNOWN,5/4X4-16FT PREM PT WEATHERSHIELD,238024,021-020-003-PT WATER REPELLANTLUMBER,021-020-003,21-LUMBER,53093.0,2112.0
FENCING,320035,6X8 PREMIUM TREATED DE PNL,1002949952,021-008-011-WHITEWOOD PANELS,021-008-011,21-LUMBER,1238.0,24.0
LANDSCAPE,186709,2 IN. X 2 IN. X 42 IN. WOOD PRESSURE,1000340591,021-007-006-SPECIALTY,021-007-006,21-LUMBER,21231.0,0.0
FENCING,169107,1-1/2 IN. X 5-1/2 IN. X 8 FT. VINYL,1000112938,021-008-060-S/O WOOD FENCING,021-008-060,21-LUMBER,384.0,0.0
FENCING,118669,PRO SERIES 5 IN. X 5 IN. X 8 FT. WOO,1000342063,021-008-014-VINYL PANELS,021-008-014,21-LUMBER,420.0,0.0
FENCING,UNKNOWN,"6'X8' CEDAR 6"" DE FENCE PANEL",894307,021-008-007-WRC ALTERNATIVE PANELS,021-008-007,21-LUMBER,5700.0,
PRESSURE TREATED/DECKING,UNKNOWN,2X12-16FT #2 PT,155961,021-020-002-PT DIMENSIONAL LUMBER,021-020-002,21-LUMBER,99911.0,
PLYWOOD,237632,3/4 IN. X 1 FT. SANDE PLYWOOD ROUND,1001713569,021-001-060-S/O PLYWOOD,021-001-060,21-LUMBER,52.0,
PRESSURE TREATED/DECKING,UNKNOWN,DLVRD 2X2-8FT PT #1 RWD-TN WTHRSHLD,1000019472,021-020-006-PT BOARDS,021-020-006,21-LUMBER,14.0,
INSULATION,318734,16 IN. X 4 FT. RADIANT BARRIER (100-,1002912462,022-004-006-RADIANT BARRIER,022-004-006,22-BUILDING MATERIALS,14.0,
DIMENSIONAL LUMBER,524601,2X12-8FT #1 KD SYP,524601,021-003-003-WIDE,021-003-003,21-LUMBER,,
PRESSURE TREATED/DECKING,UNKNOWN,STRAIGHT WALL MOUNT ATTACH KIT - BRO,1002621566,021-020-004-COMPOSITE DECK/RAIL,021-020-004,21-LUMBER,-1.0,
FENCING,206338,1 FT. X 6 FT. DECORATIVE LATTICE WOO,1001855871,021-008-005-PRESSURE TREATED PANELS,021-008-005,21-LUMBER,34.0,
PRESSURE TREATED/DECKING,158390,6 IN. X 6 IN. BRONZE COMPOSITE SOLAR,1002146319,021-020-004-COMPOSITE DECK/RAIL,021-020-004,21-LUMBER,10.0,
FENCING,359464,BRIDGEPORT 6 FT. H X 6 FT. W WHITE V,1004310223,021-008-014-VINYL PANELS,021-008-014,21-LUMBER,1722.0,
FENCING,UNKNOWN,DIS 6'X8' CEDAR DE PANEL 1X6,1001088087,021-008-018-EVENTS,021-008-018,21-LUMBER,6.0,
FENCING,144724,PRO SERIES 42 IN. X 4 FT. ALEXANDRIA,1000342366,021-008-014-VINYL PANELS,021-008-014,21-LUMBER,67.0,
BOARDS,263275,1 IN. X 4 IN. X 8 FT. BARN WOOD WHIT,1002064033,021-005-010-HARDWOOD,021-005-010,21-LUMBER,4191.0,
BOARDS,264848,1 IN. X 6 IN. X 4 FT. PREMIUM PRIMED,1002085674,021-005-010-HARDWOOD,021-005-010,21-LUMBER,127.0,
BOARDS,345606,1 IN. X 6 IN. X 8 FT. TIMELESS MIDNI,1003912171,021-005-010-HARDWOOD,021-005-010,21-LUMBER,630.0,
LANDSCAPE,82974,0.75 IN. X 2 IN. X 8 FT. WOODLAND GR,1000340128,021-007-002-LATTICE,021-007-002,21-LUMBER,2091.0,
FENCING,144740,PRO SERIES 8-1/2 FT. X 5 IN. X 5 IN.,1000342114,021-008-014-VINYL PANELS,021-008-014,21-LUMBER,9.0,
FENCING,318732,1 IN. X 8 IN. X 6 FT. DOG EAR EL DOR,1002906190,021-008-008-WRC PICKETS,021-008-008,21-LUMBER,1818.0,
FENCING,373421,BRIDGEPORT 6 FT. H X 6 FT. W WHITE V,1004309806,021-008-014-VINYL PANELS,021-008-014,21-LUMBER,320.0,
FENCING,153589,PRO SERIES 8-1/2 FT. X 5 IN. X 5 IN.,1000345316,021-008-014-VINYL PANELS,021-008-014,21-LUMBER,12.0,
DIMENSIONAL LUMBER,156804,STORAGE BENCH,1000337744,021-003-063-S/O KITS & HARDWARE,021-003-063,21-LUMBER,,
PRESSURE TREATED/DECKING,169119,5 IN. X 5 IN. VINYL BLACK PYRAMID PO,1000347826,021-020-060-S/O PRSSR TRTD WOOD PROD,021-020-060,21-LUMBER,282.0,0.0
FENCING,UNKNOWN,"6'X43""PT PINE STOCKADE GATE",193624,021-008-013-GATES,021-008-013,21-LUMBER,17949.0,303.0
LANDSCAPE,76726,32 IN. BRONZE ALUMINUM RECTANGULAR B,1000340051,021-007-006-SPECIALTY,021-007-006,21-LUMBER,2496.0,0.0
BOARDS,418931,"1.5"" X 7.25"" X 192""PFJ EG CEDAR TRIM",1005490480,021-005-009-TRIM BOARDS,021-005-009,21-LUMBER,648.0,226.0
LANDSCAPE,137655,BALUSTER STAIR CONNECTOR 10PK,196264,021-007-006-SPECIALTY,021-007-006,21-LUMBER,32.0,0.0
FENCING,344291,1/2 IN. X 4 IN. X 6 FT. DOG EAR BRAZ,1003581727,021-008-004-PRESSURE TREATED PICKETS,021-008-004,21-LUMBER,9269.0,0.0
FENCING,144060,VINYL FENCE RAIL CLIPS,1000342336,021-008-015-VINYL ACCESSORIES,021-008-015,21-LUMBER,1218.0,0.0
