C_State_Territory_Code,C_d_Market,C_d_Market_Nbr,C_d_Store,C_d_Store_Nbr,C_Str_OH_units_wkly,C_sales
CO,0051-COLORADO,0051,1523-PIONEER HILLS,1523,9581.0,3945562.8800000288
OK,0058-OKLAHOMA CITY,0058,3914-LAWTON,3914,23474.0,4507821.680000272
CA,0012-SAN DIEGO,0012,1034-OTAY MESA,1034,9264.0,1362417.7499999288
CA,0047-INLAND/DESERT,0047,6637-HEMET,6637,8031.0,2234774.489999965
ID,0076-UTAH,0076,1807-POCATELLO,1807,4228.0,771827.0799999902
TX,0016-DALLAS/FT WORTH,0016,"6568-MANSFIELD,TX",6568,28713.0,9174668.27000053
NE,0207-OMAHA,0207,3203-SW OMAHA,3203,14555.0,3569328.76999998
CA,0021-SAN FRANCISCO BAY,0021,"6964-NEWARK,CA",6964,5263.0,686151.3899999561
CO,0051-COLORADO,0051,1552-FIRESTONE,1552,9541.0,3891547.9699999997
FL,0002-MIAMI/FTL/WPALM,0002,0258-SUNRISE,0258,23649.0,6944919.469999984
MI,0596-COLDWATER,0596,2766-COLDWATER,2766,5661.0,667663.540000011
NV,0063-RENO,0063,3309-N CARSON CITY,3309,4696.0,555761.1499999689
FL,0028-GAINES/OCALA,0028,"0278-LEESBURG, FL",0278,3929.0,2353354.0499999844
CA,0048-LA,0048,8463-WEST COVINA,8463,4798.0,818440.579999998
IL,0075-CHICAGO,0075,1918-NAPERVILLE,1918,11787.0,2356454.2500000065
GA,0001-ATLANTA,0001,6943-SIXES ROAD,6943,38661.0,10901374.879999844
KS,0582-HAYS,0582,2221-HAYS,2221,3675.0,579182.0200000034
UT,0076-UTAH,0076,8566-RIVERTON,8566,3663.0,912149.1299999612
TX,0008-HOUSTON,0008,0568-SPRING,0568,41277.0,13050262.840001248
TX,0040-SAN ANTONIO,0040,0588-N SAN ANTONIO,0588,16111.0,5265618.200000084
CT,0010-HARTFORD/S CONN,0010,"6206-FAIRFIELD, CT",6206,1585.0,1084952.2699999965
AL,0089-BIRMINGHAM,0089,0803-W HUNTSVILLE,0803,2598.0,222497.3999999997
GA,0001-ATLANTA,0001,6979-WINDER,6979,5361.0,1027496.6699999685
TX,0042-AUSTIN,0042,6570-S AUSTIN,6570,8230.0,1018789.9899999597
AZ,0006-PHOENIX,0006,0469-MESA,0469,5639.0,1716725.129999727
AL,0089-BIRMINGHAM,0089,0809-SYLACAUGA,0809,1367.0,195105.17000000022
NY,0086-ALBANY,0086,1252-BINGHAMTON,1252,4034.0,698794.2199999923
CO,0051-COLORADO,0051,"1517-WESTMINSTER, CO",1517,11361.0,5004195.240000167
WA,0044-SEA/TAC,0044,4723-REDMOND,4723,3293.0,1247203.8499998047
NM,0087-ALBUQUERQUE,0087,3501-EUBANK,3501,10543.0,4843204.690000178
MA,0039-BOSTON/MA/NH,0039,2663-DANVERS,2663,8131.0,4426208.809999872
ID,0076-UTAH,0076,1802-IDAHO FALLS,1802,4526.0,1188817.6799999413
TX,0008-HOUSTON,0008,6509-GULFGATE MALL,6509,35601.0,15617177.940000761
MI,0072-DETROIT,0072,2724-BRIGHTON,2724,20719.0,4625633.159999829
NE,0371-CEN NEBRASKA,0371,3208-GRAND ISLAND,3208,15938.0,2380805.929999971
MN,0262-OUTSTATE MN,0262,2830-BEMIDJI,2830,11757.0,3771648.2399998894
ID,0076-UTAH,0076,1801-BOISE,1801,3145.0,696929.7299999997
GA,0401-E-BUSINESS,0401,8119-HOME DEPOT.COM,8119,3.0,86030205.21997268
MA,0039-BOSTON/MA/NH,0039,2672-SHREWSBURY,2672,9765.0,4380507.469999815
TX,0042-AUSTIN,0042,6585-CEDAR PARK,6585,7260.0,695732.9599999839
TX,0042-AUSTIN,0042,6531-BEE CAVE,6531,6018.0,498986.53999999585
IL,0075-CHICAGO,0075,1942-WOODRIDGE,1942,8196.0,394602.6600000044
KY,0156-CINCINNATI,0156,2306-FLORENCE,2306,21711.34,9011433.569999725
WA,0094-SPOKANE,0094,8966-MOSES LAKE,8966,4108.0,731553.8699999431
TN,0019-NASHVILLE,0019,0707-MURFREESBORO,0707,1711.0,265927.86000000016
GA,0405-SOUTH GEORGIA,0405,1770-MOULTRIE,1770,19787.0,4146549.659999979
FL,0014-JACKSONVILLE,0014,6346-JACKSONVILLE (LANE AVE),6346,4204.0,973995.7799999758
MS,0508-STORE 2915,0508,2915-PICAYUNE,2915,1057.0,72357.78999999996
PA,0034-PHIL/PA/NJ/DE,0034,4109-CHELTENHAM,4109,5762.0,1038062.9699999593
TX,0016-DALLAS/FT WORTH,0016,0540-N RICHLAND,0540,18887.0,4921678.400000248
CA,0047-INLAND/DESERT,0047,1083-NORTH UPLAND,1083,9457.0,1379687.8799999931
SC,0026-COL/GRNVLL/SPTNBG,0026,1127-SW GREENVILLE,1127,2202.0,356275.44999999815
MD,0043-WASHINGTON DC,0043,2567-HAGERSTOWN,2567,5626.0,898388.9799999959
WA,0044-SEA/TAC,0044,4742-LACEY,4742,4416.0,1057758.8599998897
IL,0304-CENTRAL ILLINOIS,0304,1977-PERU,1977,6066.0,1207332.0299999898
WA,0044-SEA/TAC,0044,8944-W SEATTLE,8944,2417.0,824387.8299998647
SC,0026-COL/GRNVLL/SPTNBG,0026,"1106-LEXINGTON,SC",1106,2714.0,419716.4599999998
CO,0413-RURAL WESTERN NE,0413,1542-CANON CITY,1542,8812.0,4396441.6799999485
TX,0016-DALLAS/FT WORTH,0016,8521-WHITE SETTLEMENT,8521,21465.0,6041235.650000331
FL,0003-ORL/MEL/DAYTONA,0003,6936-NEW SMYRNA BEACH,6936,26229.0,13782607.210000208
OH,0139-CLEVELAND,0139,"6931-BAINBRIDGE,OH",6931,4271.0,601560.8900000135
CA,0048-LA,0048,6654-BURBANK,6654,4500.0,1232944.7399999818
NC,0282-DURHAM/RALEIGH,0282,3631-GARNER,3631,33659.0,8340995.349999809
FL,0050-PANHANDLE,0050,6932-PENSACOLA WEST,6932,3951.0,112835.34999999995
MN,0101-MINNESOTA,0101,"2845-RICHFIELD,MN",2845,19144.0,4823120.609999757
TX,0040-SAN ANTONIO,0040,8520-NEW BRAUNFELS,8520,20802.0,9319369.67999962
NJ,0015-NEW JERSEY,0015,0942-WASHINGTON TWSP/MONROE,0942,13409.0,4032890.5899998774
AL,0089-BIRMINGHAM,0089,0877-TUSCALOOSA,0877,1518.0,179143.2
TN,0009-KNOXVILLE,0009,0728-N KNOXVILLE,0728,1766.0,720561.1500000149
IN,0589-CRAWFORDSVILLE,0589,8918-CRAWFORDSVILLE,8918,11400.0,4247906.689999999
NV,0036-LAS VEGAS,0036,3302-HENDERSON,3302,4179.0,713094.8599998888
FL,0003-ORL/MEL/DAYTONA,0003,6331-ALAFAYA TRAIL,6331,20777.0,5077103.719999895
AZ,0006-PHOENIX,0006,0488-CAREFREE,0488,4853.0,922969.4499998861
TX,0008-HOUSTON,0008,6985-SPRING VALLEY,6985,9539.0,727553.3299999338
LA,0017-SHREVEPORT,0017,0381-W SHREVPORT,0381,2855.0,254824.9300000057
IN,0276-INDIANAPOLIS,0276,2017-NOBLESVILLE,2017,13131.0,3207891.2600000016
TX,0008-HOUSTON,0008,0571-LUMPKIN,0571,10637.0,649586.2199999662
VT,0111-VERMONT,0111,4502-RUTLAND,4502,6497.0,784722.1400000157
CA,0047-INLAND/DESERT,0047,1857-S FONTANA,1857,7356.0,1269789.6099999961
OR,0542-EUGENE,0542,4028-W EUGENE,4028,3538.0,700320.9199999241
TX,0016-DALLAS/FT WORTH,0016,6814-N FORT WORTH,6814,33642.0,9072078.86000017
CA,0029-SACRAMENTO,0029,6620-POWER INN,6620,6973.0,1574921.3699998644
FL,0004-TAMPA/ST.PETE,0004,6305-EAST BRANDON,6305,22397.0,6519040.309999762
TX,0016-DALLAS/FT WORTH,0016,"8976-LANCASTER,TX",8976,12913.0,582265.5000000031
LA,0005-NEW ORLEANS,0005,0383-GONZALES,0383,1712.0,81275.49999999994
CO,0051-COLORADO,0051,1505-SANTA FE,1505,9711.0,4783649.630000238
OH,0139-CLEVELAND,0139,6857-STEELYARD,6857,5761.0,896272.5600000034
NJ,0015-NEW JERSEY,0015,0928-BLOOMFIELD,0928,11570.0,7964724.959999792
PA,0068-PENNSYLVANIA,0068,"4131-LANCASTER, PA",4131,17277.0,6158614.969999758
WA,0044-SEA/TAC,0044,4741-POULSBO,4741,4542.0,1163133.9799998451
MA,0039-BOSTON/MA/NH,0039,2609-MANSFIELD,2609,9611.0,4964584.619999822
AL,0097-COLUMBUS,0097,0817-PHENIX CITY,0817,4884.0,813058.7099999689
PA,0034-PHIL/PA/NJ/DE,0034,4101-S PHILADELPHIA,4101,5886.0,1028350.2299999346
PA,0068-PENNSYLVANIA,0068,4149-CARLISLE,4149,10977.0,3241030.1199999657
IL,0075-CHICAGO,0075,1906-ORLAND PARK,1906,7184.0,482050.2900000017
KY,0445-LOUISVILLE TEMP,0445,2317-OWENSBORO,2317,18263.0,3471703.0999999396
MI,0072-DETROIT,0072,2701-PONTIAC,2701,14521.0,5382888.1499999715
CO,0051-COLORADO,0051,1529-LOVELAND,1529,11228.0,6257013.749999879
NY,0066-BUFFALO,0066,1233-AMHERST,1233,7035.0,708101.9799999858
CA,0048-LA,0048,"0615-ORANGE, CA",0615,5454.0,1001350.7799999864
FL,0344-KEY WEST MKT,0344,6302-MARATHON,6302,23101.0,9635171.67999981
NY,0020-LONG ISLAND,0020,6167-SMITHTOWN,6167,9857.0,3862480.9600000153
CA,0048-LA,0048,0614-MISSION VIEJO,0614,4374.0,1282660.1199999873
WA,0094-SPOKANE,0094,4719-N SPOKANE,4719,3089.0,1287714.1299998616
MD,0043-WASHINGTON DC,0043,6945-RANDALLSTOWN,6945,3871.0,420159.06000000774
CT,0010-HARTFORD/S CONN,0010,6203-BERLIN,6203,6096.0,3142344.140000038
OR,0054-PORTLAND,0054,8557-PHOENIX,8557,3093.0,1034987.9899998506
FL,0004-TAMPA/ST.PETE,0004,6327-GANDY BLVD,6327,17789.0,4404947.0200000815
AR,0148-FAYETTEVILLE,0148,"1403-FAYETTEVILLE, AR",1403,4908.0,366593.13000000187
NV,0036-LAS VEGAS,0036,3301-RAINBOW RD,3301,3827.0,696064.069999874
MA,0039-BOSTON/MA/NH,0039,2667-SOMERVILLE,2667,11109.0,4993864.37999966
PA,0034-PHIL/PA/NJ/DE,0034,4134-NESHAMINY,4134,4949.0,750017.6699999952
GA,0001-ATLANTA,0001,6861-VILLA RICA,6861,36485.0,11181465.88000001
MS,0173-TUPELO,0173,2914-OXFORD,2914,878.0,133463.37
CA,0048-LA,0048,6952-STANTON,6952,3518.0,700208.2299999964
OR,0054-PORTLAND,0054,"4006-SALEM, OR",4006,2911.0,1197505.8499998257
MD,0043-WASHINGTON DC,0043,2551-SILVER SPRING,2551,5059.0,1591219.51999992
TX,0040-SAN ANTONIO,0040,6818-CULEBRA,6818,26849.0,8577810.389999982
KY,0342-BOWLING GRN,0342,"2318-BOWLING GREEN,KY",2318,15891.0,4405377.049999976
ND,0262-OUTSTATE MN,0262,3701-FARGO,3701,10723.0,2640287.859999844
TX,0016-DALLAS/FT WORTH,0016,0551-W PLANO,0551,13202.0,1004029.4399999228
NH,0260-NEW HAMPSHIRE,0260,3402-TILTON,3402,8685.0,4254135.809999887
NY,0065-WAPPING/WALLKILL,0065,1242-WALLKILL,1242,1794.0,370262.6900000034
GA,0001-ATLANTA,0001,0133-CARTERSVILLE,0133,27198.0,9186436.529999714
TN,0027-CHATTANOOGA,0027,0770-N CHATTANOOGA,0770,34969.0,5891025.549999747
MN,0262-OUTSTATE MN,0262,2818-BRAINERD/BAXTER,2818,16409.0,4553421.199999886
DC,0043-WASHINGTON DC,0043,2583-NE WASHINGTON DC,2583,3982.0,1272553.1699999073
FL,0004-TAMPA/ST.PETE,0004,0247-PALM HARBOR,0247,6121.0,958549.6499999614
IL,0075-CHICAGO,0075,1901-BROADVIEW,1901,12294.0,720051.4200000146
WA,0044-SEA/TAC,0044,4716-SILVERDALE,4716,3931.0,895261.1699998855
CO,0051-COLORADO,0051,1521-LONGMONT,1521,11434.0,4783057.040000164
MS,0102-JACKSON,0102,"2912-MADISON, MS",2912,2177.0,187212.7599999999
AZ,0006-PHOENIX,0006,0467-IRVINGTON,0467,6390.0,1687569.8699997794
VA,0544-DANVILLE,0544,8493-DANVILLE,8493,14773.0,2249296.099999952
OH,0237-DAYTON,0237,3856-TROTWOOD,3856,12287.67,2632795.8699999475
NV,0036-LAS VEGAS,0036,3315-SUMMERLIN,3315,3127.0,424887.00999996084
TX,0008-HOUSTON,0008,6561-GRAND PARKWAY,6561,4314.0,1069002.4899998887
MN,0383-OUTSTATE TMP,0383,2829-MANKATO,2829,14877.0,2047764.6399999158
ND,"0551-MINOT, ND TEMP MKT",0551,3703-MINOT,3703,12437.0,2673323.7399998894
OH,0139-CLEVELAND,0139,8981-CHARDON,8981,3514.0,617285.0100000094
NY,0066-BUFFALO,0066,1228-CHEEKTOWAGA,1228,8354.0,820847.4399999867
NY,0116-NEW YORK CITY,0116,"1225-BROOKLYN, NY",1225,13748.0,6527332.009999685
CA,0029-SACRAMENTO,0029,0663-FRESNO,0663,6062.0,1086747.2599998943
CA,0048-LA,0048,1002-HUNTINGTON PARK,1002,5798.0,1075293.0499999907
WI,0164-MILWAUKEE,0164,4930-RHINELANDER,4930,9156.0,1993014.44999996
CO,0051-COLORADO,0051,1504-COLORADO SPRINGS,1504,13202.0,6581607.6100000795
PR,0133-PUERTO RICO,0133,6405-REXVILLE,6405,23095.1,10155492.880000567
CO,0051-COLORADO,0051,1509-GREENWOOD VILLAGE,1509,8100.0,3220969.639999933
FL,0002-MIAMI/FTL/WPALM,0002,6852-PEMBROKE PINES (R0259),6852,24912.0,5289117.64000005
IA,0158-DES MOINES,0158,2104-SE DES MOINES,2104,8852.0,2467248.5100000435
MI,0579-CADILLAC,0579,2752-CADILLAC,2752,4551.0,638218.840000007
NY,0065-WAPPING/WALLKILL,0065,1250-NEWBURGH,1250,2141.0,529142.86999999
AZ,0134-PRESCOTT,0134,0446-PRESCOTT VALLEY,0446,6630.0,1683343.6299997612
OH,0139-CLEVELAND,0139,3859-STREETSBORO,3859,3399.0,492504.50000000576
GA,0001-ATLANTA,0001,0147-BUFORD,0147,8338.0,835886.7099999845
PA,0034-PHIL/PA/NJ/DE,0034,4143-WARRINGTON,4143,5949.0,954154.3999999575
VA,0177-NORFOLK,0177,4635-WILLIAMSBURG,4635,22087.0,5080522.419999987
IL,0318-LINCOLN PARK,0318,1976-LINCOLN PARK,1976,78.0,27023.080000000027
TX,0040-SAN ANTONIO,0040,6547-BANDERA RD,6547,29300.0,9268433.169999579
CT,0010-HARTFORD/S CONN,0010,6225-STRATFORD,6225,2272.0,1208135.9300000006
IN,0276-INDIANAPOLIS,0276,2009-FT WAYNE,2009,10623.0,3245163.069999981
VA,0176-RICHMOND,0176,4633-COLONIAL HEIGHTS,4633,22575.0,7496237.509999595
KS,0129-KANSAS CITY,0129,2201-OLATHE,2201,4718.0,1008075.3999999904
NY,0093-ROCHESTER,0093,"1235-CICERO, NY",1235,6758.0,473174.9499999906
CA,0047-INLAND/DESERT,0047,0683-SAN BERNARDINO,0683,9227.0,1342295.6299999915
FL,0002-MIAMI/FTL/WPALM,0002,6381-N MELBOURNE,6381,14927.0,2497862.979999959
AZ,0414-RURAL WESTERN SOUTH,0414,0445-THATCHER,0445,3275.0,856619.079999948
NJ,0015-NEW JERSEY,0015,0914-MT LAUREL,0914,5245.0,1144970.789999912
TX,0008-HOUSTON,0008,6838-WILLOWBROOK,6838,32827.0,7209126.39000015
NY,0020-LONG ISLAND,0020,8958-BELLPORT,8958,9658.0,4293862.570000015
WA,0044-SEA/TAC,0044,4706-BITTERLAKE,4706,4858.0,1651671.9399996593
AL,0089-BIRMINGHAM,0089,0888-S HUNTSVILLE,0888,1852.0,204649.01000000015
MI,0072-DETROIT,0072,2704-NORTHVILLE,2704,8039.0,623994.7000000117
FL,0014-JACKSONVILLE,0014,6974-JACKSONVILLE BEACH,6974,2224.0,427682.50000000815
FL,0002-MIAMI/FTL/WPALM,0002,6976-DEERWOOD,6976,36212.0,11984674.989999507
PA,0106-PITTSBURGH,0106,4178-OIL CITY,4178,4929.0,909379.1599999979
MA,0039-BOSTON/MA/NH,0039,2669-NATICK,2669,10790.0,7726657.449999944
CA,0029-SACRAMENTO,0029,"8597-AUBURN,CA",8597,5651.0,1675266.109999834
MO,0129-KANSAS CITY,0129,3006-INDEPENDENCE,3006,4269.0,574911.269999996
LA,0005-NEW ORLEANS,0005,0373-CHALMETTE,0373,1640.0,91080.25000000019
IA,0158-DES MOINES,0158,2103-W DES MOINES,2103,9154.0,2692266.0600000345
NJ,0015-NEW JERSEY,0015,0921-W WINDSOR,0921,4581.0,811539.8899999817
NC,0282-DURHAM/RALEIGH,0282,3641-WINSTON SALEM,3641,16479.0,5441649.810000061
TX,0008-HOUSTON,0008,1832-SUMMERWOOD,1832,30953.0,4306698.940000179
NH,0260-NEW HAMPSHIRE,0260,3406-W LEBANON,3406,11231.0,5931040.7499997765
GA,0001-ATLANTA,0001,1754-SUWANEE,1754,5146.0,779654.3099999808
LA,0005-NEW ORLEANS,0005,0352-I-10 BULLARD,0352,1568.0,67917.80999999981
GA,0001-ATLANTA,0001,0129-ATHENS,0129,4824.0,867970.7599999859
NY,0065-WAPPING/WALLKILL,0065,1266-POUGHKEEPSIE,1266,6656.0,394113.20999999647
TX,0152-MCALLEN,0152,0506-MCALLEN,0506,26120.0,7423961.689999857
GA,0023-SAVANNAH/HILTON HEAD,0023,0141-BRUNSWICK,0141,10714.0,818452.2499999495
FL,0004-TAMPA/ST.PETE,0004,6304-SEMINOLE,6304,6118.0,732348.1799999825
KS,"0421-PITTSBURGH,KS",0421,"2220-PITTSBURG,KS",2220,8759.0,4651878.13000021
CA,0048-LA,0048,0607-INDUSTRY,0607,5804.0,1027417.4399999843
OK,0058-OKLAHOMA CITY,0058,3908-W OKLAHOMA CITY,3908,23136.0,6282099.529999871
MO,0109-ST. LOUIS,0109,3032-FESTUS,3032,11863.0,5307734.6800002
CO,0051-COLORADO,0051,1508-PARK MEADOWS,1508,8262.0,3045575.9599998817
OK,0058-OKLAHOMA CITY,0058,8922-OWASSO,8922,20390.0,3927264.4100002022
NY,0020-LONG ISLAND,0020,1208-ELMONT,1208,11153.0,5265972.039999848
NY,0093-ROCHESTER,0093,6159-CORNING,6159,3240.0,368453.679999995
WI,0164-MILWAUKEE,0164,4902-WEST ALLIS,4902,9416.0,2743389.239999973
CA,0029-SACRAMENTO,0029,0664-CLOVIS,0664,4770.0,1020256.6299999172
OH,0139-CLEVELAND,0139,3830-S AKRON,3830,5387.0,1282702.020000003
WI,0164-MILWAUKEE,0164,4926-RACINE,4926,8459.0,2321733.300000007
NC,0282-DURHAM/RALEIGH,0282,"3627-BURLINGTON,NC",3627,15915.0,4733787.969999989
AK,"0186-ANCHORAGE,ALASKA",0186,8938-KENAI,8938,3407.0,614839.059999972
IL,0075-CHICAGO,0075,1909-CALUMET CITY,1909,9469.0,434035.3500000019
NY,0066-BUFFALO,0066,1287-NIAGARA FALLS,1287,6843.0,676730.0199999947
MN,0101-MINNESOTA,0101,"2826-ROCHESTER,MN",2826,11107.0,3061362.039999848
MD,0043-WASHINGTON DC,0043,2555-CAPITOL HEIGHTS,2555,4856.0,1364071.5199999749
NM,0302-ROSWELL,0302,"3510-ROSWELL,NM",3510,9815.0,2624072.4099999066
TX,0008-HOUSTON,0008,0578-WESTBURY SQUARE,0578,3266.0,407471.30999999476
MI,0072-DETROIT,0072,2722-COMMERCE TOWNSHIP,2722,10043.0,3247036.60999993
PA,0106-PITTSBURGH,0106,4129-S STRABANE/WASHINGTON,4129,3723.0,899376.0700000022
NY,0093-ROCHESTER,0093,6168-BATAVIA,6168,3423.0,429020.63999999326
TX,0008-HOUSTON,0008,6574-GALVESTON,6574,25118.0,10709929.930000205
IL,0234-METRO CHICAGO,0234,1914-DAN RYAN,1914,13024.0,8170528.279999643
TX,0016-DALLAS/FT WORTH,0016,0531-ROCKWALL,0531,12054.0,1063680.0099999115
NY,0020-LONG ISLAND,0020,1216-VALLEY STREAM,1216,9086.0,4211394.239999927
CA,0048-LA,0048,6627-DOWNEY,6627,5310.0,1013591.9600000024
NV,0063-RENO,0063,3311-W RENO,3311,4123.0,748427.0599999552
MI,0067-GRAND RAPIDS,0067,2723-E LANSING,2723,12386.0,6509738.120000042
OH,0139-CLEVELAND,0139,3838-ASHTABULA,3838,3228.0,672067.0300000116
TX,0016-DALLAS/FT WORTH,0016,"0587-SOUTHLAKE, TX",0587,20964.0,3094849.9199998686
MI,0072-DETROIT,0072,2757-DEARBORN,2757,8520.0,2768197.2799999234
IL,0075-CHICAGO,0075,1939-BOLINGBROOK,1939,7256.0,433119.4000000034
MI,0300-BENTON CHARTER,0300,2768-BENTON HARBOR,2768,7286.0,524195.44000000664
CT,0010-HARTFORD/S CONN,0010,"6207-MANCHESTER, CT",6207,8043.0,6278580.87999978
WA,0044-SEA/TAC,0044,4707-AURORA,4707,4704.0,1135211.679999826
WI,0164-MILWAUKEE,0164,4924-KOHLER,4924,9526.0,2053662.4400000141
FL,0014-JACKSONVILLE,0014,6921-YULEE,6921,3117.0,410589.0000000011
LA,0005-NEW ORLEANS,0005,0367-N BATON ROUGE,0367,2078.0,102509.25000000026
IL,0590-MATTOON,0590,1967-MATTOON,1967,11639.0,4100556.899999965
NY,0086-ALBANY,0086,1259-LATHAM,1259,2336.0,501438.0199999951
SC,0057-MYRTLE BEACH,0057,1116-MYRTLE BEACH,1116,8244.0,938618.1499999983
CA,0048-LA,0048,0638-PALMDALE,0638,5520.0,797349.6199999875
MA,0039-BOSTON/MA/NH,0039,2608-QUINCY II,2608,12014.0,3664883.9299998847
NV,0063-RENO,0063,3312-CARSON CITY,3312,3860.0,664787.2099999603
OH,0139-CLEVELAND,0139,"3886-AUSTINTOWN, OH",3886,4200.0,1049556.3300000075
NY,0020-LONG ISLAND,0020,1285-DEER PARK,1285,10220.0,4907432.389999934
MN,0101-MINNESOTA,0101,2833-APPLE VALLEY,2833,10444.0,4573782.999999776
MA,0039-BOSTON/MA/NH,0039,2651-BELLINGHAM,2651,11267.0,6536995.51000004
WA,0044-SEA/TAC,0044,"4711-BELLEVUE, WA",4711,3192.0,1088095.5999998392
NC,0282-DURHAM/RALEIGH,0282,3634-NW RALEIGH,3634,45790.0,9788822.359999822
AZ,0006-PHOENIX,0006,0405-GLENDALE III,0405,5016.0,1244899.1599998046
PA,0068-PENNSYLVANIA,0068,4125-YORK,4125,18399.0,5851302.629999881
CA,0048-LA,0048,6644-PANORAMA CITY,6644,4330.0,1088422.9699999874
CA,0048-LA,0048,1077-LAGUNA NIGUEL,1077,3773.0,743496.9399999991
AZ,0006-PHOENIX,0006,0402-YUMA,0402,6301.0,1361495.0099997937
SC,0026-COL/GRNVLL/SPTNBG,0026,1105-ANDERSON,1105,1856.0,373850.24000000185
OH,0139-CLEVELAND,0139,3817-STRONGSVILLE,3817,4821.0,826428.5200000099
MA,0272-INDIAN ORCHARD,0272,2678-E SPRINGFIELD,2678,3816.0,1038614.4599999904
CT,0010-HARTFORD/S CONN,0010,4878-NEW MILFORD,4878,1748.0,625295.74000001
NJ,0015-NEW JERSEY,0015,0904-PARAMUS,0904,10761.0,3469394.589999973
CT,0191-HUDSON VALLEY,0191,6204-NORWALK,6204,4222.0,1998058.1099999372
MN,0101-MINNESOTA,0101,2842-WILLMAR,2842,9655.0,1248471.7299999495
AL,0089-BIRMINGHAM,0089,0884-DECATUR,0884,1991.0,156354.81999999992
CA,0029-SACRAMENTO,0029,6687-SW BAKERSFIELD,6687,5156.0,879816.5499999019
NJ,0015-NEW JERSEY,0015,0935-JERSEY CITY,0935,10044.0,2974832.9299999685
MD,0043-WASHINGTON DC,0043,"2575-COLUMBIA,MD",2575,4837.0,1012638.259999934
NJ,0015-NEW JERSEY,0015,0912-BRICK,0912,11219.0,4695470.759999826
AZ,0134-PRESCOTT,0134,0411-SHOW LOW,0411,7208.0,2061748.839999821
VA,0532-WAYNESBORO,0532,4654-WAYNESBORO,4654,3121.0,288170.8300000014
CA,0029-SACRAMENTO,0029,0652-RANCHO CORDOVA,0652,6479.0,821246.6799999467
CA,0012-SAN DIEGO,0012,0671-IMPERIAL BEACH,0671,7773.0,1652609.159999875
MS,0327-MEMPHIS,0327,2903-SOUTHAVEN,2903,1579.0,271300.31000000046
CA,0047-INLAND/DESERT,0047,6876-SOUTH CHINO,6876,9822.0,922279.0199999977
SC,0026-COL/GRNVLL/SPTNBG,0026,"1130-SENECA,SC",1130,1934.0,228270.58000000194
NY,0340-MILL BASIN,0340,6158-MILL BASIN,6158,1070.0,369242.7400000083
FL,0004-TAMPA/ST.PETE,0004,6951-SUN CITY,6951,17794.0,4967883.509999896
FL,0025-FT.MYERS/NAPLES,0025,6975-S CAPE CORAL,6975,17730.0,4501516.119999869
PA,0068-PENNSYLVANIA,0068,4113-HARRISBURG,4113,15321.0,5430793.929999854
FL,0014-JACKSONVILLE,0014,0275-ORANGE PARK,0275,3190.0,472425.880000009
CO,0051-COLORADO,0051,"1526-GLENDALE,CO",1526,8641.0,4285385.36000006
TN,0327-MEMPHIS,0327,8916-POPLAR MIDTOWN,8916,885.0,185321.01000000138
FL,0050-PANHANDLE,0050,6853-PENSACOLA,6853,1856.0,171166.51999999987
MA,0357-HYANNIS,0357,2612-HYANNIS,2612,7390.0,4102094.709999813
WA,0054-PORTLAND,0054,4740-CHEHALIS,4740,2847.0,1211299.6799998695
VT,0111-VERMONT,0111,4501-WILLISTON,4501,7740.0,1216145.5799999577
GA,0001-ATLANTA,0001,"1774-MONROE, GA",1774,4203.0,690148.2899999813
NY,0093-ROCHESTER,0093,"1254-UTICA, NY",1254,5310.0,677255.7299999881
VA,0043-WASHINGTON DC,0043,4605-MERRIFIELD,4605,20944.0,10362506.509999901
PA,0068-PENNSYLVANIA,0068,4140-ALLENTOWN SOUTH,4140,14923.0,8167480.940000319
TX,0163-WACO,0163,6830-BELLMEAD WACO,6830,24700.0,7600368.260000328
CO,0051-COLORADO,0051,1548-N THORNTON,1548,9460.0,4796213.790000086
FL,0002-MIAMI/FTL/WPALM,0002,0221-JENSEN BEACH,0221,15269.0,1331781.249999932
FL,0004-TAMPA/ST.PETE,0004,0238-PORT RICHEY,0238,4133.0,615896.619999988
IL,0075-CHICAGO,0075,1902-EVANSTON,1902,9493.0,3504531.230000116
FL,0004-TAMPA/ST.PETE,0004,6361-HILLSBOROUGH,6361,4755.0,610251.1099999817
NJ,0015-NEW JERSEY,0015,0983-HACKENSACK,0983,9881.0,4903846.359999872
AZ,0134-PRESCOTT,0134,0482-FLAGSTAFF,0482,6917.0,1684936.9399997774
MA,0039-BOSTON/MA/NH,0039,2673-N DARTMOUTH,2673,10815.0,3862900.7399998247
MO,0109-ST. LOUIS,0109,3022-COTTLEVILLE,3022,12288.0,4270603.720000042
KS,0129-KANSAS CITY,0129,2213-SHAWNEE,2213,3742.0,860180.7999999893
NY,0116-NEW YORK CITY,0116,6152-STARRETT CITY,6152,8326.0,3631357.2699999628
MA,0039-BOSTON/MA/NH,0039,2615-SEEKONK,2615,9536.0,3428422.739999862
MN,0583-FERGUS FALLS,0583,2831-FERGUS FALLS,2831,13671.0,4065476.5699998257
NC,0282-DURHAM/RALEIGH,0282,3651-E GREENSBORO,3651,17446.0,5246885.229999942
IN,0075-CHICAGO,0075,2036-HAMMOND,2036,11838.0,2658078.489999987
WA,0044-SEA/TAC,0044,8562-BONNEY LAKE,8562,3259.0,1004574.1499998058
TX,0040-SAN ANTONIO,0040,0580-WINDSOR PARK,0580,28624.0,8777153.789999755
